,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
543,1172227,PHOENIX AUTISM TRUST,"Phoenix Autism Trust, 2 Paton Close, LONDON",E3 2QD,Stratford and Bow,02089804740,Not available,Not available,31/08/2024,1859288.0,1815166.0,Charitable company,"Provides Services, Provides Advocacy/advice/information",Education/training,"Children/young People, People With Disabilities","To advance the education of people with Autism and/or language, communication and interaction difficulties. This includes supporting post-19 education and other areas of activity.We operate mainly in East London.","TO ADVANCE THE EDUCATION OF PEOPLE WITH AUTISM AND/OR LANGUAGE, COMMUNICATION OR INTERACTION DIFFICULTIES, INCLUDING BUT NOT EXCLUSIVELY THOSE CURRENTLY OR PREVIOUSLY ATTENDING OR SUPPORTED BY PHOENIX SCHOOL, TOWER HAMLETS, IN PARTICULAR BY:-
A) DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL AND RELATED INSTITUTIONS;
B) ENGAGING IN ACTIVITIES OR PROVIDING TEACHING FACILITIES AND/OR EQUIPMENT WHICH SUPPORTS THE EDUCATION OF PEOPLE WITH AUTISM AND/OR LANGUAGE, COMMUNICATION OR INTERACTION DIFFICULTIES; AND
C) DEVELOPING BROADER LIFE OPPORTUNITIES FOR PEOPLE WITH AUTISM AND/OR LANGUAGE, COMMUNICATION OR INTERACTION DIFFICULTIES BY PROVIDING TRAINING, GUIDANCE AND SUPPORT, AND IMPROVING THEIR LIFE AND WORK SKILLS SO THEY MAY WORK TOWARDS A MORE INDEPENDENT LIFE.",True,Large,Dormant,Education/training
544,1173160,ALLEN GARDENS PLAYGROUP,"55 BUXTON STREET, LONDON",E1 5EH,Bethnal Green and Stepney,02072478685,INFO@ALLENGARDENSPLAYGROUP.CO.UK,Allen Gardens Playgroup,31/03/2025,209741.0,184171.0,CIO,Provides Services,Education/training,Children/young People,"The playgroup offers flexible, affordable, inclusive childcare to the local community in East London. Children come from a range of diverse backgrounds. Using the EYFS curriculum, staff provide a range of activities and experiences to enhance children's learning and development. Children aged from 2 - 5 years access a wide range of resources and are supported according to their individual needs.",THE CHARITY WORKS FOR THE PUBLIC BENEFIT HAVING AS ITS OBJECTS THE DEVELOPMENT AND EDUCATION OF CHILDREN AND YOUNG PEOPLE IN PARTICULAR BY: 1) PROMOTING THEIR CARE AND SAFETY; 2) PROMOTING THEIR EDUCATION AND PROMOTING PARENTAL INVOLVEMENT; 3) PROMOTING THEIR HEALTH AND WELLBEING; 4) PROVIDING SERVICES TO SUPPORT THEM AND THEIR FAMILIES AND CARERS; 5) PROVIDING SERVICES TO INDIVIDUALS HOLDING MEMBERSHIP OF THE CIO; AND 6) FURTHERING THE AIMS OF THE PRE-SCHOOL LEARNING ALLIANCE.,True,Medium,Dormant,Education/training
545,1173381,TOWER HAMLETS EDUCATION PARTNERSHIP,"RICH MIX CULTURAL FOUNDATION, 35-47 BETHNAL GREEN ROAD, LONDON",E1 6LA,Bethnal Green and Stepney,02045912130,info@thep.uk,www.thep.uk,31/03/2025,1287807.0,1106689.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research",Education/training,"Children/young People, Other Charities Or Voluntary Bodies","The principal activity of THE Partnership is the advancement of education for the public benefit in and through member schools and other educational settings and initiatives, initially focused on the London Borough of Tower Hamlets.","3.1 THE COMPANY'S OBJECTS (THE ""OBJECTS"") ARE SPECIFICALLY RESTRICTED TO THE FOLLOWING: 
3.1.1 THE ADVANCEMENT OF EDUCATION FOR THE PUBLIC BENEFIT IN AND THROUGH MEMBER SCHOOLS AND OTHER EDUCATIONAL SETTINGS AND INITIATIVES IN THE UNITED KINGDOM, WITH AN INITIAL FOCUS ON THE LONDON BOROUGH OF TOWER HAMLETS, INCLUDING BY:
(A) ENABLING SCHOOLS TO WORK TOGETHER TO IMPROVE THEMSELVES AND EACH OTHER; 
(B) PROMOTING THE QUALITY OF TEACHING AND LEARNING; 
(C) PROVIDING OR PROCURING SCHOOL IMPROVEMENT SERVICES TO MEMBER SCHOOLS;
(D) PROVIDING OPPORTUNITIES FOR DEVELOPMENT AND LEARNING OF STAFF, GOVERNORS AND PARENTS AT MEMBER SCHOOLS, AND OF STAFF AND DIRECTORS OF THE COMPANY;
(E) MAINTAINING AND ANALYSING RESULTS AND PERFORMANCE OF PUPILS, SCHOOLS AND OTHER EDUCATIONAL SETTINGS AND INITIATIVES; AND
(F) PROVIDING OR PROCURING OTHER SERVICES TO SCHOOLS AND OTHER EDUCATIONAL SETTINGS AND INITIATIVES; AND
3.1.2 THE PROMOTION OF ANY OTHER CHARITABLE PURPOSE AS THE DIRECTORS MAY DETERMINE FROM TIME TO TIME.",True,Large,Dormant,Education/training
546,1173444,CHISENHALE SCHOOL PTA,"CHISENHALE PRIMARY SCHOOL, CHISENHALE ROAD, LONDON",E3 5QY,Stratford and Bow,02089802584,PTAChisenhale@gmail.com,www.chisenhale.towerhamlets.sch.uk,31/03/2025,21236.0,17033.0,Other,Provides Other Finance,General Charitable Purposes,Children/young People,The role of the charity is to support Chisenhale Primary School e.g. through funding educational activities which the school would otherwise not be able to provide.,"TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:2.1 DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS ANDOTHERS ASSOCIATED WITH THE SCHOOL2.2 ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICHSUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.",True,Small,Dormant,General Charitable Purposes
547,1174343,THE FRIENDS OF ASPEN COURT,"11-13 CAVENDISH SQUARE, LONDON",W1G 0AN,Cities of London and Westminster,02073072570,aspen@friendsofcarehomes.org.uk,http://friendsofcarehomes.org.uk/group/friends-of-aspen-court/,31/03/2025,4080.0,992.0,Other,Provides Services,Disability,"Elderly/old People, People With Disabilities","Aspen Court Care Home is a purpose built 75 bedded care home offering Dementia, Nursing and End of Life care. The Friends aim to improve the quality of life of the residents of the care home by working with staff, residents and relatives.","THE OBJECTS ARE:
TO RELIEVE THE SOCIAL ISOLATION OF THE ELDERLY IN ASPEN COURT BY PROVIDING OR ASSISTING IN THE PROVISION OF EQUIPMENT, FACILITIES, ACTIVITIES AND SERVICES OVER AND ABOVE THOSE PROVIDED FOR THE RESIDENTS OF ASPEN COURT, PARTICULARLY WITH A VIEW TO HELPING THE RESIDENTS OF THE CARE HOME AND ELDERLY PEOPLE IN THE WIDER COMMUNITY UNDERTAKE REWARDING ACTIVITIES.",False,Micro,Dormant,Disability
548,1174608,RANWELL PLAYGROUP,"1 MCCULLUM ROAD, LONDON",E3 5HZ,Stratford and Bow,02089816310,ranwellplaygroup@outlook.com,Not available,31/03/2025,158735.0,83666.0,CIO,Provides Advocacy/advice/information,Education/training,Children/young People,"RUN PLAYGROUP FOR 24 CHILDREN IN THE MORNING AND 24 IN THE AFTERNOON, TWO SESSIONS A DAY, AGE 2-5 YEARS OF AG","THE DEVELOPMENT AND EDUCATION OF CHILDREN AND YOUNG PEOPLE IN PARTICULAR BY:
PROMOTING THEIR CARE AND SAFETY;
PROMOTING THEIR EDUCATION AND PROMOTING PARENTAL INVOLVEMENT;
PROMOTING THEIR HEALTH AND WELLBEING;
PROVIDING SERVICES TO SUPPORT THEM AND THEIR FAMILIES AND CARERS;
PROVIDING SERVICES TO INDIVIDUALS HOLDING MEMBERSHIP OF THE CIO; AND
FURTHERING THE AIMS OF THE PRE SCHOOL LEARNING ALLIANCE.",True,Medium,Dormant,Education/training
549,1174981,THE GILBERT AND GEORGE CENTRE,"12 FOURNIER STREET, LONDON",E1 6QE,Bethnal Green and Stepney,02072470161,enquiries@gilbertandgeorgecentre.org,gilbertandgeorgecentre.org,30/04/2025,129453.0,708374.0,CIO,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","Arts/culture/heritage/science, Environment/conservation/heritage",The General Public/mankind,"Provide facilities for the safe-keeping, conservation, storage and display to the public of works of art belonging to the CIO;  make loans of works of art belonging to the CIO to other institutions in the UK and abroad; promote and carry out research.","TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE ARTS, AND GENERALLY TO ADVANCE THE ARTS, ARCHITECTURE, HERITAGE AND CULTURE FOR THE BENEFIT OF THE PUBLIC, ESPECIALLY BUT NOT EXCLUSIVELY BY THE PRESERVATION AFTER THE DEATHS OF GEORGE PASSMORE AND GILBERT PROUSCH, OF THE PROPERTIES IN FOURNIER STREET OCCUPIED BY THEM AND THE COLLECTIONS, ARCHIVES AND WORKS OF ART CREATED BY THEM.",True,Medium,Dormant,Environment/conservation/heritage
550,1175878,APOSTOLIC SHALOM CHURCH HOUSE OF PRAYER,"39 Ambrose Walk, LONDON",E3 2AR,Stratford and Bow,07454403371,god4fakamus@hotmail.fr,www.god4fakamus.com,31/07/2022,4234.0,6430.0,CIO,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Advocacy/advice/information","Education/training, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","We working in collaboration with some primary schools in Africa, more precisely in Kinshasa (DRC) and Luanda (Angola)-By buying books and notebooks for children.- Paying the school fees every year since 2014 in the municipality of Nsele in Kinkole-And then each end of the year we distribute food during the Christmas period to orphaned children-Etc ...",TO ADVANCE THE CHRISTIAN RELIGION FOR THE PUBLIC BENEFIT IN THE TOWER HAMLET AREA IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF FACILITIES FOR PUBLIC WORSHIP AND PRAYER.’,True,Micro,Dormant,Disability
551,1176105,MANORFIELD CHARITABLE FOUNDATION,"MANORFIELD PRIMARY SCHOOL, WYVIS STREET, LONDON",E14 6QD,Poplar and Limehouse,02079871623,admin@manorfieldcharity.uk,www.manorfieldcharity.uk,31/03/2025,45728.0,108749.0,CIO,Provides Other Finance,"General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science","Children/young People, The General Public/mankind","Our mission is to support the development of the whole child and enhance the quality of life of Manorfield Primary School students by supporting investment in the school and its programme of engagement with the local community in Poplar, Tower Hamlets.","1.	TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL AND ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.
2.	FOR THE PUBLIC BENEFIT TO PROVIDE GRANTS AND DONATIONS FOR SUCH CHARITABLE PURPOSES, THAT ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES, AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",True,Small,Dormant,Arts/culture/heritage/science
552,1177014,CHRIST APOSTOLIC CHURCH (VINEYARD OF COMFORT ) EAST LONDON ASSEMBLY,"3 URSULA GOULD WAY, LONDON",E14 7FW,Poplar and Limehouse,07956387433,Not available,Not available,31/12/2024,84780.0,76374.0,Trust,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Other Charitable Purposes",The General Public/mankind,"A place of service beyond religion. A gathering where diverse needs are met ranging from counselling to advise of all sorts with potential of sign posting to service providers. Collaborative works with existing charities  accessible to both young and old, but based on Biblical and scriptural doctrines. Activities include Family gathering, Women Night Shelter (winter only) Community research etc.",ADVANCEMENT OF THE CHRISTIAN FAITH IN SUCH WAYS THE TRUSTEES MAY THINK FIT.,True,Small,Dormant,Other Charitable Purposes
553,1178684,FRIENDS OF ISLAND HISTORY TRUST,"Friends Of Island History Trust, St John's Community Centre, The History Room, 37-43 Glengall Grove, London",E14 3NE,Poplar and Limehouse,07926571520,foiht2014@gmail.com,www.islandhistory.co.uk,31/12/2024,6695.0,7580.0,CIO,Provides Services,Education/training,,Recording and sharing the history of the isle of Dogs.,"THE OBJECTS OF THE CIO ARE:-
THE OBJECTS OF THE TRUST ARE TO ADVANCE EDUCATION AND PUBLIC AWARENESS OF THE SOCIAL INDUSTRIAL & POLITICAL HISTORY OF THE ISLE OF DOGS THROUGH RESEARCH, COMPILING OF RECORDS AND LEAFLETS & OTHER PUBLICATIONS; ARRANGING LECTURES, MEETINGS, EVENTS, EXHIBITIONS & OTHER EVENTS, AND BY THE ESTABLISHMENT AND MAINTENANCE OF AN ARCHIVE CONTAINING INFORMATION, IMAGES ARTEFACTS AND PHOTOGRAPHS.",True,Micro,Dormant,Education/training
554,1180481,TURNERS & LOCKSLEY RESIDENTS ASSOCIATION,"Turners &amp; Locksley Residents Association, 11 Bangla Close, LONDON",E3 4YD,Poplar and Limehouse,07957631486,Turnersassociation@yahoo.com,Not available,31/07/2024,99017.0,66296.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Religious Activities, Recreation","Children/young People, Elderly/old People, People With Disabilities","The community centre is used as a place of worship and religious learning.

The community centre holds events which provide advice and guidance, such as Cllr surgeries and health clinics.

The community centre holds language classes as well as weekend tuition classes.

Tea clubs are held to combat isolation.

Provision of recreational activities - i.e in summer holidays.","TO ADVANCE THE ISLAMIC FAITH IN THE TURNERS & LOCKSLEY AREA FOR THE BENEFIT OF THE PUBLIC IN PARTICULAR THROUGH THE HOLDING OF PRAYERS, LECTURES, AND THE PUBLIC CELEBRATION OF RELIGIOUS FESTIVALS. PROVIDING OR SUPPORTING IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITION OF LIFE.",True,Small,Dormant,Recreation
555,1180545,FAMILY AND YOUTH SUPPORT ASSOCIATION,"WALTHAM FOREST SOMALI WOMEN ASSO, WILLIAM MORRIS COMMUNITY CENTRE, 8 GREENLEAF ROAD, LONDON",E17 6QQ,Walthamstow,07368840651,wfsomaliwomenasso@hotmail.co.uk,Not available,31/03/2025,2503.0,4415.0,CIO,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Promoting social inclusion for the Somali and other ethnic minority communities in Waltham Forest & Tower Hamlets 
 Act as information resource for young people in the borough
Family support through workshops & interpretation service  
Advance education and integration through recreation and  leisure time activities","THE OBJECTS OF THE CIO ARE
(A) TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY PREVENTING PEOPLE IN THE BOROUGH OF WALTHAM FOREST FROM BECOMING SOCIALLY EXCLUDED, RELIEVING THE NEEDS OF THOSE PEOPLE WHO ARE SOCIALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY.
FOR THE PURPOSES OF THIS CLAUSE ""SOCIALLY EXCLUDED"" MEANS BEING EXCLUDED FROM SOCIETY, OR PART OF SOCIETY, AS A RESULT OF BEING A MEMBER OF A SOCIALLY AND/OR ECONOMICALLY DEPRIVED COMMUNITY.
(B) TO ACT AS A RESOURCE FOR YOUNG PEOPLE LIVING IN THE BOROUGH OF WALTHAM FOREST BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:
(I) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;
(II) ADVANCING EDUCATION;
(III) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",False,Micro,Dormant,Recreation
556,1180936,GOWING FOUNDATION,"PANTHERA PRIVATE OFFICE LLP, 10-15 QUEEN STREET, LONDON",EC4N 1TX,Cities of London and Westminster,02038619990,simon.russell@panthera.co.uk,Not available,30/11/2024,0.0,4699.0,CIO,"Makes Grants To Individuals, Provides Other Finance","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Amateur Sport, Economic/community Development/employment",Children/young People,"promotion of community participation in healthy recreation for the benefit of children/young adults living in deprived areas in East London & Essex. To advance in life and relieve needs of young people through sporting activities by providing support and activities which develop their skills, capacities & Capabilities to enable them to participate in society as mature and responsible individuals","The promotion of community participation in healthy recreation for the benefit of people of all ages living in deprived areas in East London and Essex.
To advance in life and relieve needs of young people and adults through sporting activities by providing support and activities which develop their skills, capacities and capabilities to enable them to participate in society as mature and responsible individuals.
To advance relief of the mental or physical sickness of young people and adults, via education or through physical activities where relevant.",False,,Dormant,Amateur Sport
557,1181068,ALPHA GROVE CENTRE,"ALPHA GROVE COMMUNITY CENTRE, ALPHA GROVE, LONDON",E14 8LH,Poplar and Limehouse,02075381714,info@alphagrove.org,www.alphagrove.org,31/03/2025,102436.0,84554.0,Charitable company,Provides Buildings/facilities/open Space,"Education/training, Recreation","Children/young People, Elderly/old People, People With Disabilities",Information will be added shortly.,"(A) TO PROMOTE THE BENEFIT OF THE INHABITANTS OF THAT PART OF THE ISLE OF DOGS IN THE LONDON BOROUGH OF TOWER HAMLETS AS LIES TO THE SOUTH OF WEST INDIA DOCK (HEREINAFTER CALLED ""THE AREA OF BENEFIT"") WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE, POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE RESIDENTS OF THE AREA OF BENEFIT, THE LOCAL AND PUBLIC AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS; AND
(B) TO ESTABLISH A COMMUNITY CENTRE (HEREINAFTER CALLED ""THE CENTRE"") AND TO MAINTAIN AND MANAGE THE SAME (WHETHER ALONE OR IN CO-OPERATION WITH ANY LOCAL AUTHORITY OR OTHER BODY OR PERSON) FOR ACTIVITIES PROMOTED BY THE COMPANY AND ITS CONSTITUENT BODIES IN FURTHERANCE OF THE ABOVE OBJECTS.",True,Medium,Dormant,Recreation
558,1181977,EAVESDROPPING CIO,"81 CRESSY HOUSES, HANNIBAL ROAD, LONDON",E1 3JF,Bethnal Green and Stepney,07779304909,info@eavesdropping.london,www.eavesdropping.london,31/08/2024,50382.0,40141.0,CIO,"Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Arts/culture/heritage/science","Other Defined Groups, The General Public/mankind","eavesdropping is an artist-run organisation dedicated to the sharing of new music and new ways of thinking about music. Activity includes a festival, a podcast and artist development opportunities. Our charitable objects are the advancement of the performing arts, specifically music, for the public benefit, and the advancement of the education of the public in general in the subject of music.","THE CHARITY'S OBJECTS ARE SPECIFICALLY RESTRICTED TO THE FOLLOWING: 
1. THE ADVANCEMENT OF THE PERFORMING ARTS, SPECIFICALLY MUSIC, FOR THE PUBLIC BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY BYÙ
A)PROVIDING A PROGRAMME OF PUBLIC PERFORMANCES DEVOTED TO NEW MUSIC; 
B)PROVIDING A DEDICATED FORUM FOR RESEARCH IN ORDER TO FURTHER DIALOGUE WITHIN THE NEW MUSIC COMMUNITY; 
C)PROVIDING PROFESSIONAL DEVELOPMENT AND PERFORMANCE OPPORTUNITIES FOR ARTISTS IDENTIFYING AS FEMALE, THUS ADVANCING EQUAL OPPORTUNITIES IN AN HISTORICALLY MALE-DOMINATED PROFESSION;
D)PROMOTING THE HIGHEST STANDARDS AND SUPPORTING ENGAGED RISK-TAKING IN THE CREATION AND PERFORMANCE OF NEW MUSICAL WORKS; AND 
2. THE ADVANCEMENT OF THE EDUCATION OF THE PUBLIC IN GENERAL IN THE SUBJECT OF MUSIC, IN PARTICULAR BUT NOT EXCLUSIVELY BY
A)PROMOTING A BROAD AND DIVERSE REPERTOIRE OF NEW MUSIC;
B)PROMOTING INDIVIDUAL AND COLLECTIVE KNOWLEDGE IN THE SPECIFIC AREAS OF LIVE PERFORMANCE, COMMISSIONING AND PROGRAMMING; 
C)RAISING AWARENESS OF THE CHARITYÆS ACTIVITIES THROUGH INFORMATION MEDIA.",True,Small,Dormant,Arts/culture/heritage/science
