,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
494,1157500,CHRIST CHURCH PRIMARY SCHOOL PFA,"CHRISTCHURCH PRIMARY SCHOOL, 47A BRICK LANE, LONDON",E1 6PU,Bethnal Green and Stepney,02072470792,Not available,Not available,01/04/2025,5577.0,5735.0,Other,"Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information",Education/training,Children/young People,"Supporting the work of Christ Church Primary School, Brick Lane.","TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:
1) DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL;
2) ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.",True,Micro,No Filing,Education/training
495,1157888,ABERFELDY ISLAMIC CULTURAL CENTRE,"36 Aberfeldy Street, London",E14 0NU,Poplar and Limehouse,07940537841,aiccorg@yahoo.co.uk,Not available,31/03/2025,147923.0,38650.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People","-Education-Community Development-Prayer meetings-Public celebration of religious festivals-Produce and/or distributing literature on the Islamic faith to enlighten others about the Islamic religion.","4.1)	TO ADVANCE THE ISLAMIC RELIGION FOR THE BENEFIT OF THE PUBLIC THROUGH THE HOLDING OF PRAYER MEETINGS, LECTURES, PUBLIC CELEBRATION OF RELIGIOUS FESTIVALS, PRODUCING AND/OR DISTRIBUTING LITERATURE ON THE ISLAMIC FAITH TO ENLIGHTEN OTHERS ABOUT THE ISLAMIC RELIGION.
4.2)	TO ADVANCE THE EDUCATION OF THE PUBLIC IN SUCH SUBJECTS AND BY SUCH MEANS 	AS THE TRUSTEES MAY DETERMINE.
4.3)	TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,Medium,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
497,1158070,AL-ISTIQAAMAH,"48 Smythe Street, London",E14 0HF,Poplar and Limehouse,07961432745,abumaryam101@gmail.com,www.istiqaamah.net,31/12/2024,646.0,144.0,Other,Provides Services,"General Charitable Purposes, Education/training, Religious Activities","Children/young People, The General Public/mankind","Childrens Islamic evening school.
Islamic Events and seminars. 
Islamic literature materials.
youth activities.","THE CHARITY’S OBJECTS (“THE OBJECTS”) ARE:-
1)TO ADVANCE THE ISLAMIC RELIGION IN ACCORDANCE WITH THE STATEMENT OF FAITH ATTACHED HERETO; AND
2)TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,Micro,No Filing,Religious Activities
499,1158184,HELP ONE CHILD,"Help One Child, 10 Lanark Square, LONDON",E14 9RE,Poplar and Limehouse,02035563741,helponechild.1158184@outlook.com,http://www.helponechild.org.uk,31/07/2015,17955.0,17549.0,CIO,"Makes Grants To Individuals, Provides Services","Education/training, The Prevention Or Relief Of Poverty",Children/young People,"The prevention or relief of poverty of children in the UK and Bangladesh by providing: grants, items and services to individuals in need and/or charities, or other organisations working to prevent or relieve poverty;(b) For the public benefit to promote the education (including social and physical training) of children in the UK and Bangladesh in such ways as the charity trustees think fit.","(A) THE PREVENTION OR RELIEF OF POVERTY OF CHILDREN IN THE UK AND BANGLADESH BY PROVIDING: GRANTS, ITEMS AND SERVICES TO INDIVIDUALS IN NEED AND/OR CHARITIES, OR OTHER ORGANISATIONS WORKING TO PREVENT OR RELIEVE POVERTY;
(B) FOR THE PUBLIC BENEFIT TO PROMOTE THE EDUCATION (INCLUDING SOCIAL AND PHYSICAL TRAINING) OF CHILDREN IN THE UK AND BANGLADESH IN SUCH WAYS AS THE CHARITY TRUSTEES THINK FIT.",True,Small,No Filing,The Prevention Or Relief Of Poverty
500,1158667,DATE PALM PRIMARY SCHOOL LTD,"80-82 Greenfield Road, London",E1 1EJ,Bethnal Green and Stepney,02077912800,admin@datepalmprimary.com,www.datepalmprimary.co.uk,31/12/2024,548360.0,554982.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services",Education/training,Children/young People,"The charity's objective are as follows:The advancement of education in accordance with the national curriculum of the United Kingdom combined with the principles of the Islamic faith for the benefit of the public and local community.","THE ADVANCEMENT OF EDUCATION IN ACCORDANCE WITH THE PRINCIPLES OF THE FAITH OF ISLAM, IN PARTICULAR THROUGH THE ESTABLISHMENT AND MAINTENANCE OF A PRIMARY SCHOOL.",True,Medium,No Filing,Education/training
501,1158669,LES CROCODILES,"Flat 1203, Moro Apartments, 22 New Festival Avenue, LONDON",E14 6FT,Poplar and Limehouse,07979851878,info@les-crocodiles.org,www.les-crocodiles.org,31/05/2024,120930.0,104794.0,CIO,Provides Services,"Education/training, Arts/culture/heritage/science","Children/young People, The General Public/mankind","To advance the education for the public benefit by teaching the French language and French culture, heritage and history to children in East and North London and to adults through the provision of after school, weekend and holiday classes and through organising events open to the general public as the trustees shall determine.","TO ADVANCE THE EDUCATION FOR THE PUBLIC BENEFIT BY TEACHING THE FRENCH LANGUAGE AND FRENCH CULTURE, HERITAGE AND HISTORY TO CHILDREN IN EAST AND NORTH LONDON AND TO ADULTS THROUGH THE PROVISION OF AFTER-SCHOOL, WEEKEND AND HOLIDAY CLASSES AND THROUGH ORGANISING EVENTS OPEN TO THE GENERAL PUBLIC AS THE TRUSTEES SHALL DETERMINE.",True,Medium,No Filing,Arts/culture/heritage/science
505,1159691,BETHNAL GREEN SPEAR TRUST,"THE VICARAGE, ST. PETER'S CLOSE, LONDON",E2 7AE,Bethnal Green and Stepney,020 3475 0432,hello@spearbethnalgreen.org,http://www.resurgo.org.uk/spear/,31/08/2022,93208.0,98589.0,CIO,"Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment",Children/young People,"Bethnal Green Spear Trust runs pre-employment training courses for young people living in East London. The Spear Programme is a highly interactive, award-winning twelve-month programme that equips and supports disadvantaged 16 to 24 year olds to place them into long-term employment. 75% of Spear completers enter employment, education or training, and remain there a year later.","THE OBJECT OF THE CIO IS, FOR THE BENEFIT OF THE PUBLIC AND WITHIN A CHRISTIAN ETHOS, TO ACT AS A RESOURCE FOR YOUNG PEOPLE BETWEEN THE AGES OF 16 TO 24 LIVING IN EAST LONDON BY PROVIDING ADVICE, ASSISTANCE AND SUPPORT AND ORGANISING EDUCATIONAL PROGRAMMES AND OTHER ACTIVITIES AS A MEANS OF:
(A) HELPING YOUNG PEOPLE ADVANCE IN LIFE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO INTEGRATE INTO AND PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;
(B) ADVANCING EDUCATION;
(C) RELIEVING UNEMPLOYMENT, ENABLING YOUNG PEOPLE TO GENERATE A SUSTAINABLE INCOME AND BE SELF-SUFFICIENT;
(D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE.",True,Small,No Filing,Economic/community Development/employment
511,1161226,THIS IS GROWTH LTD,"Flat 7, Tartan House, Dee Street, LONDON",E14 0PF,Poplar and Limehouse,07428482325,office@thisisgrowth.org,www.thisisgrowth.org,31/03/2025,606257.0,536076.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Religious Activities, Economic/community Development/employment",The General Public/mankind,"GrowTH was founded by local churches to serve the homeless of Tower Hamlets. Our main project is an emergency night shelter, open for seven months of the year. Guests in the shelter are given resettlement and employment support. GrowTH also has a housing project, offering affordable accommodation to the homeless. Guests are given the opportunity to explore the Christian faith should they wish.","THE RELIEF OF POVERTY THROUGH THE PROVISION OF ACCOMMODATION AND OTHER AMENITIES AND SERVICES. 
TO ADVANCE THE CHRISTIAN FAITH IN THE UNITED KINGDOM AND IN SUCH OTHER PARTS OF THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT. 
TO ADVANCE EDUCATION IN ACCORDANCE WITH CHRISTIAN PRINCIPLES BY SUCH MEANS AS THE TRUSTEES MAY CONSIDER APPROPRIATE. 
THE FURTHERANCE OF THE CHARITABLE WORK OF THE CHARITY BY THE ADVANCEMENT OF SUCH OTHER CHARITABLE PURPOSES AS THE TRUSTEES SHALL FROM TIME TO TIME DECIDE.",True,Medium,No Filing,Accommodation/housing
515,1161965,SCALLYWAGS PARENT PARTNERSHIP NURSERY,"Mowlem Childrens Centre, Wadeson Street, LONDON",E2 9DL,Bethnal Green and Stepney,020 8980 3666,debourahbull@hotmail.co.uk,https://www.scallywagsnursery.co.uk/,31/03/2025,102384.0,117900.0,CIO,Provides Services,Education/training,Children/young People,"Scallywags is a parent partnership nursery, established in 1991. We care for children aged between 20 months and 4 years.","THE OBJECTS OF THE CIO ARE TO ADVANCE THE DEVELOPMENT AND EDUCATION OF CHILDREN UNDER STATUTORY SCHOOL AGE IN EAST LONDON BY:
1)	PROVIDING AFFORDABLE, NON-PROFIT MAKING CHILDCARE WITH PARENTS ACTIVELY INVOLVED IN THE RUNNING OF THE SETTING;
2)	PROVIDING A SAFE AND STIMULATING ENVIRONMENT IN WHICH TO LEARN; AND
3)	PROVIDING PARENTS AND CARERS WITH OPPORTUNITIES TO BE INVOLVED IN THE DEVELOPMENT OF THEIR CHILDREN AND LEARN BEST PRACTICE PARENTING SKILLS THROUGH WORKING WITH QUALIFIED CHILDCARE PROFESSIONALS AND OTHER PARENTS.",True,Medium,No Filing,Education/training
516,1162185,BOW FOODBANK,"Bow Foodbank, Bow Community Hall, 1 William Place, London",E3 5ED,Stratford and Bow,07305103479,info@bowfoodbank.org,www.bowfoodbank.org,31/03/2025,781754.0,830628.0,Charitable company,"Provides Services, Provides Advocacy/advice/information",The Prevention Or Relief Of Poverty,Other Defined Groups,Operation of an independent foodbank in Tower Hamlets,"The relief of poverty in Tower Hamlets and neighbouring boroughs in London through access to food and essential items; advocacy and advice for people in Tower Hamlets and neighbouring boroughs in London to support long-term, permanent relief of poverty; and the advancement of education related to factors contributing to poverty in Tower Hamlets and neighbouring boroughs in London.",True,Medium,No Filing,The Prevention Or Relief Of Poverty
518,1162404,SIMPLEGIFTS: UNITARIAN CENTRE FOR SOCIAL ACTION,"117 MANSFORD STREET, LONDON",E2 6LX,Bethnal Green and Stepney,07411114831,info@simplegiftsucsa.org.uk,www.simplegiftsucsa.org.uk,30/09/2024,38344.0,44514.0,CIO,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","We run community programming from our Bethnal Green, East London premises. Our programmes - including our After School Club, New Neighbours/Old Neighbours Lunch, and ESOL classes - are all run by a team of dedicated volunteers.","1. TO FURTHER OR BENEFIT THE RESIDENTS OF BETHNAL GREEN, EAST LONDON AND THE NEIGHBOURHOOD, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.

IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER:

TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS.

2. TO PROVIDE THE NECESSARY FACILITIES FOR THE DAILY CARE, RECREATION AND EDUCATION OF CHILDREN AND YOUNG PEOPLE DURING OUT OF SCHOOL HOURS AND SCHOOL HOLIDAYS

3. TO ADVANCE IN LIFE AND RELIEVE THE NEEDS OF YOUNG PEOPLE THROUGH: 

(A) THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE;

(B) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.

4. TO DEVELOP THE CAPACITY AND SKILLS OF THE MEMBERS OF THE SOCIALLY AND ECONOMICALLY DEPRIVED COMMUNITY OF BETHNAL GREEN, EAST LONDON IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY, AND HELP MEET, THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY.

5. SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",True,Small,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
519,1162950,ST PETERS COMMUNITY WELLBEING PROJECTS,"Community Centre, 1 Marian Place, LONDON",E2 9AX,Bethnal Green and Stepney,07956260376,stpetersprojects@gmail.com,https://www.facebook.com/stpetersprojects,31/03/2025,74002.0,70560.0,Other,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Recreation","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Drop-in Club Actvities for Elderly Bangladeshi Women,
Outreach work and home visits for hombound Women,
Healthy Cooking/Eating Lunch Club Service,
Healthy and wellbeing  Workshop Programme,
Socialisation Activities,
Keep Fit/Exercice Classes,
Sewing and Embroydery classes
Community Gardening Spaces
Outing and trips","THE OBJECTS FOR WHICH THE CHARITY IS ESTABLISHED ARE PARTICULARLY BUT NOT EXCLUSIVELY, FOR THE BENEFIT OF PEOPLE OF BME ORIGIN LIVING IN THE BETHNAL GREEN AREA OF TOWER HAMLETS AND HACKNEY FOR THE PURPOSE OF CARRYING OUT SUCH OF THE FOLLOWING PURPOSE AS ARE CHARITABLE:(A) THE ADVANCEMENT OF EDUCATION AND TRAINING;(B) THE RELIEF OF POVERTY AND THE NEED BY THE PROVISION OF ADVICE, INFORMATION, GUIDANCE AND SUPPORT WITH A VIEW TO HELPING PEOPLE MEET THEIR OWN NEEDS AND IMPROVING THEIR CONDITIONS OF LIFE.(C) THE PROTECTION AND PRESERVATION OF HEALTH AND WELLBEING;(D) TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF FINANCIAL HARDSHIP, NEED, INFIRMITY, DISABLEMENT, AGE OR SOCIAL OR ECONOMIC CIRCUMSTANCES OR THE PUBLIC AT LARGE WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,Small,No Filing,Recreation
521,1163272,CROSSHARBOUR COMMUNITY CHURCH,"Orchard Club Cafe, 3 Glengall Grove, Crossharbour, London",E14 3NE,Poplar and Limehouse,+44(0)7738-375772,info@crossharbour.cc,https://crossharbour.cc,31/03/2024,29637.0,35265.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief, Religious Activities, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","Crossharbour Community Church meets as a Christian congregation on Sunday to worship GOD and to serve one another in the faith.  The church also engages in activities directly related such as relief of poverty, education of those in need with little or no understanding of Christian faith and praying for those seriously unwell from one cause or another.",THE PRINCIPAL PURPOSE OF THE CHURCH IS THE ADVANCEMENT OF THE CHRISTIAN FAITH GUIDED BY THE PRINCIPLES OF THE BAPTIST DENOMINATION. THE CHURCH MAY ALSO CARRY OUT OTHER CHARITABLE PURPOSES WHICH ARE COMPATIBLE WITH THE CHRISTIAN FAITH IN THE UK AND/OR OTHER PARTS OF THE WORLD.,True,Small,No Filing,Overseas Aid/famine Relief
522,1164195,BOW WEST ORGANISATION,"73 Strahan Road, LONDON",E3 5DA,Stratford and Bow,07930643660,iqbalmd71@gmail.com,Not available,15/08/2024,45795.0,8035.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind","Provides space for faith users to congregate and carry out religious activities
Provides space for communal activities, such as sports, educational clubs, drugs awareness, etc.","1 TO ADVANCE THE SUNNI MUSLIM FAITH IN SUCH WAY AS SHALL BE THOUGHT FIT INCLUDING THE PROVISION OF FACILITIES FOR PRAYER AND HOLDING OF RELIGIOUS RITES AND THE PROVISION OF RELIGIOUS EDUCATION;
2 TO FURTHER OR BENEFIT THE RESIDENTS OF TOWER HAMLETS, NEWHAM, HACKNEY AND BARKING AND DAGENHAM AND THE NEIGHBORHOOD, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.
IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER: TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
